title_processed,abstract_processed,group
longitudinal assessment air [MeSH:C0001861] conduction audiogram phase iii trial difluoromethylornithine [MeSH:C0002260] sulindac prevention sporadic colorectal adenoma [MeSH:C0009402],phase [MeSH:C0080129] iii trial assess recurrence [MeSH:C2825055] adenomatous polyp [MeSH:C0206677] month difluoromethylornithine dfmo [MeSH:C0002260] plus sulindac [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] match placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] temporary hearing loss [MeSH:C1384666] known toxicity [MeSH:C0040539] dfmo comprehensive [MeSH:C0009585] approach develop analyze serial air [MeSH:C0001861] conduction audiogram generalize estimate equation estimate mean difference arm regard air [MeSH:C0001861] conduction pure tone threshold [MeSH:C0162703] [MeSH:C0162703] account within-subject correlation repeat measurement [MeSH:C0030198] frequency [MeSH:C0376249] base subject [MeSH:C0080105] average difference db subject treat dfmo plus sulindac [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] compare treat placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] confidence interval [MeSH:C0009667] db p adjust value age frequency [MeSH:C0376249] normal speech range hz estimate difference db db p detect dose intensity add information model dfmo plus sulindac [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] experience db hearing reduction consecutive frequency [MeSH:C0376249] entire range test p follow-up [MeSH:C3899107] air [MeSH:C0001861] conduction month end show adjusted mean difference hearing threshold [MeSH:C0162703] [MeSH:C0162703] db db p arm difference proportion subject [MeSH:C0080105] dfmo plus sulindac [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] experience clinically hearing loss [MeSH:C1384666] compare placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] estimate attributable risk [MeSH:C0035647] ototoxicity [MeSH:C0235280] [MeSH:C0040539] exposure [MeSH:C1390376] drug confidence interval [MeSH:C0009667] [MeSH:C0009667] p db difference mean threshold [MeSH:C0162703] [MeSH:C0162703] patient treat [MeSH:C0030705] dfmo plus sulindac [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] [MeSH:C0038792] compare treat placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041],neurological
management strategy ribavirin-induced hemolytic anemia hepatitis c economic [MeSH:C0205749] implication,objective recently publish study [MeSH:C0085973] demonstrate increase efficacy [MeSH:C5690761] cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186]-effectiveness [MeSH:C1511536] combination therapy [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] interferon alpha-2b [MeSH:C2937361] ribavirin [MeSH:C0035525] [MeSH:C0035525] [MeSH:C0035525] compare interferon-alpha monotherapy [MeSH:C0002199] chronic hepatitis c [MeSH:C0524910] chc combination therapy [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] associate clinically important adverse effect [MeSH:C0001688] [MeSH:C0001688] ribavirin [MeSH:C0035525] [MeSH:C0035525] [MeSH:C0035525]-induced hemolytic anemia riha evaluate direct health-care [MeSH:C0086388] cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] management riha chc trial set method systematic literature review conduct synthesize information [MeSH:C5544371] incidence [MeSH:C0021149] management riha decision-analytic technique estimate cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] treat riha uncertainty [MeSH:C0087130] evaluate sensitivity analysis result riha define reduction [MeSH:C1827449] hemoglobin g [MeSH:C0019046] l occur approximately patient [MeSH:C0030705] treat combination therapy [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] standard care management [MeSH:C0030677] riha reduction [MeSH:C1827449] discontinuation ribavirin [MeSH:C0035525] [MeSH:C0035525] [MeSH:C0035525] dosage estimate direct cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] treat clinically riha receive combination therapy [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] -week course [MeSH:C0449259] range result one-way sensitivity analysis range comparison cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] week combination therapy [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] [MeSH:C0013218] conclusion direct cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] treat clinically riha drug cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] question remain optimal dose ribavirin [MeSH:C0035525] [MeSH:C0035525] [MeSH:C0035525] incidence [MeSH:C0021149] riha real-world population despite uncertainty initial direct cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] treating riha provide estimate cost [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] [MeSH:C0010186] management implication clinically important adverse effect [MeSH:C0001688] [MeSH:C0001688],hepatorenal
septum epilepsy vascular insight,hypothesis statin improve dementia [MeSH:C0497327] outcome [MeSH:C0206277] dilate cardiomyopathy pathway method [MeSH:C0007193] observational trial [MeSH:C0302523] cardiac patient measure blood pressure hypertension [MeSH:C0005823] result reduction [MeSH:C1827449] adverse event [MeSH:C0041755] cost-effectiveness [MeSH:C1511536] implication,cardiovascular
familial mediterranean [MeSH:C0031069] fever [MeSH:C0015967] colchicine [MeSH:C0009262] era fate family [MeSH:C0015576],order demonstrate effect prophylactic colchicine [MeSH:C0009262] [MeSH:C0009262] natural history [MeSH:C0175860] familial mediterranean fever [MeSH:C0031069] fmf family present sibling [MeSH:C0037047] affect fmf represent different stage amyloidotic kidney disease [MeSH:C0022661] fmf effect continuous [MeSH:C3649547] colchicine [MeSH:C0009262] [MeSH:C0009262] course [MeSH:C0449259] consider member [MeSH:C0086282] family present complete genetic [MeSH:C0017380] behavioral picture disease,hepatorenal
topotecan [MeSH:C0146224] combination radiotherapy [MeSH:C0034619] unresectable glioblastoma phase [MeSH:C0017636],improve glioblastoma multiforme [MeSH:C1621958] gbm radio-chemotherapy [MeSH:C0436307] remain challenge topotecan [MeSH:C0146224] [MeSH:C0146224] [MeSH:C0146224] attractive option exhibit growth inhibition [MeSH:C0018282] human [MeSH:C0086418] glioma brain penetration present assess combination radiotherapy [MeSH:C0034619] [MeSH:C0034619] gy fraction day [MeSH:C0011017] topotecan [MeSH:C0146224] [MeSH:C0146224] [MeSH:C0146224] mg day [MeSH:C0011017] week adult [MeSH:C0001675] histologically prove untreated gbm incidence [MeSH:C0021149] non-hematological [MeSH:C0018941] toxicity [MeSH:C0040539] [MeSH:C0040539] low grade hematological [MeSH:C0018941] toxicity [MeSH:C0040539] [MeSH:C0040539] report patient [MeSH:C0030705] [MeSH:C0030705] mainly lymphopenia [MeSH:C0024312] neutropenia partial response stabilization [MeSH:C0017325] rate respectively overall progression [MeSH:C0242656] week one-year overall survival [MeSH:C0038952] [MeSH:C0038952] os rate median os week topotecan [MeSH:C0146224] [MeSH:C0146224] [MeSH:C0146224] combination radiotherapy [MeSH:C0034619] [MeSH:C0034619] tolerate response stabilization [MeSH:C0017325] concerned one-third patient [MeSH:C0030705] [MeSH:C0030705] increase benefit [MeSH:C0021674] term survival [MeSH:C0038952] patient [MeSH:C0030705] [MeSH:C0030705] unresectable gbm,neurological
myotonic dystrophy transgenic mouse [MeSH:C0027126] express expand cug repeat,myotonic dystrophy dm common [MeSH:C0027126] form muscular dystrophy [MeSH:C0026850] adult [MeSH:C0001675] human [MeSH:C0086418] result expansion [MeSH:C0196940] ctg repeat untranslated region dmpk gene mutant [MeSH:C1564139] dmpk messenger rna mrna [MeSH:C0035696] contain expand cug repeat retain nucleus express untranslated cug [MeSH:C0887909] repeat unrelated mrna transgenic mouse [MeSH:C0026809] mouse [MeSH:C0026809] [MeSH:C0025936] express expand cug repeat develop myotonia myopathy [MeSH:C0553604] mouse [MeSH:C0026809] express nonexpanded repeat transcript expand cug repeat sufficient generate dm phenotype [MeSH:C0031437] support role rna gain function disease pathogenesis [MeSH:C0699748],neurological
diuretic [MeSH:C0012798] dementia [MeSH:C0497327] brain [MeSH:C0006104] insight,design [MeSH:C0013171] retrospective [MeSH:C0035363] investigation beta-blocker heart disease participant [MeSH:C1708335] elderly [MeSH:C0001792] patient [MeSH:C0030705] cortical palsy [MeSH:C0522224] result reduction [MeSH:C1827449] adverse event [MeSH:C0041755] gaba correlation safety consideration,neurological
cancer cellular multiple sclerosis [MeSH:C0026769],heart disease [MeSH:C0018799] affect elderly patient [MeSH:C0030705] worldwide particularly involve carcinogen head neck cancer method conduct randomized control evaluate statin [MeSH:C0360714] patient [MeSH:C0030705] examine bone cancer [MeSH:C0279530] parameter result reduction [MeSH:C1827449] adverse event [MeSH:C0041755] therapeutic innovation [MeSH:C0087111],oncological
diuretic peripheral artery disease [MeSH:C1704436] brain [MeSH:C0006104] insight,hypothesis [MeSH:C3179072] aspirin improve cancer outcome [MeSH:C0206277] neurofibroma pathway method prospective trial cancer patient [MeSH:C0030705] measuring paralysis [MeSH:C0522224] cerebral result improve disease management [MeSH:C0039798] need investigation [MeSH:C0035173],neurological
sex [MeSH:C1522384] difference nmda antagonist enhancement morphine [MeSH:C0026549] antihyperalgesia [MeSH:C0020429] capsaicin [MeSH:C0006931] model [MeSH:C0011381] persistent pain comparison model [MeSH:C0011381] acute pain,acute pain model [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] n-methyl-d-aspartate nmda antagonist enhance antinociceptive effect morphine [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] great extent male [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] female [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] investigation [MeSH:C0035173] extend finding persistent pain model distinguish acute pain model [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] basis nociceptive fiber [MeSH:C3178766] activate neurochemical substrate duration nociceptive stimulus end persistent hyperalgesia induce administration [MeSH:C0001554] capsaicin [MeSH:C0006931] tail [MeSH:C0039259] [MeSH:C0039259] gonadally intact f3 rat follow tail [MeSH:C0039259] [MeSH:C0039259] immerse mildly noxious thermal stimulus tail [MeSH:C0039259] [MeSH:C0039259]-withdrawal latency measure comparison test conduct acute pain model [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] hotplate warm water tail [MeSH:C0039259] [MeSH:C0039259]-withdrawal procedure male [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] non-competitive nmda antagonist dextromethorphan [MeSH:C0011816] [MeSH:C0011816] enhance antihyperalgesic effect low moderate dose morphine [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] dose-and time-dependent manner dose pretreatment time [MeSH:C3494202] examine enhancement [MeSH:C0376317] observe female [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] enhancement [MeSH:C0376317] morphine [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] antinociception [MeSH:C0234194] dextromethorphan [MeSH:C0011816] [MeSH:C0011816] see male [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] female [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] [MeSH:C0086287] [MeSH:C0086582] acute pain model [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] magnitude effect great male [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] [MeSH:C0086582] finding demonstrate sexually-dimorphic interaction nmda antagonist morphine [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] [MeSH:C0026549] persistent pain model distinguish observe acute pain model [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567] [MeSH:C0184567],neurological
reversible [MeSH:C5691430] myocardial hypertrophy [MeSH:C1383860] induce tacrolimus [MeSH:C0085149] pediatric heart transplant [MeSH:C0018823] recipient case report [MeSH:C0684224],tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] potent immunosuppressant [MeSH:C0021081] frequently organ transplantation [MeSH:C0029216] adverse effect [MeSH:C0001688] include cardiac [MeSH:C0018810] [MeSH:C0018810] toxicity [MeSH:C0040539] describe transient myocardial hypertrophy [MeSH:C1383860] [MeSH:C1383860] [MeSH:C1383860] induce tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] heart transplantation hypertrophy cause symptom [MeSH:C3839861] note elevation plasma brain natriuretic peptide [MeSH:C0054015] concentration [MeSH:C0311432] [MeSH:C0311432] confirm echocardiography [MeSH:C0013516] [MeSH:C0013516] initially allograft rejection [MeSH:C0018129] fear [MeSH:C0015726] myocardial biopsy sample reveal interstitial edema mild myocardial hypertrophy [MeSH:C1383860] [MeSH:C1383860] [MeSH:C1383860] cellular humoral rejection detect blood tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] concentration [MeSH:C0311432] [MeSH:C0311432] high usual tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] dosage reduce myocardial hypertrophy [MeSH:C1383860] [MeSH:C1383860] [MeSH:C1383860] completely resolve reduce target [MeSH:C0039309] concentration [MeSH:C0311432] [MeSH:C0311432] tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] recur confirm echocardiography [MeSH:C0013516] [MeSH:C0013516] myocardial biopsy conclude tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] induce reversible myocardial hypertrophy [MeSH:C1383860] [MeSH:C1383860] [MeSH:C1383860] patient [MeSH:C0030705] receive tacrolimus [MeSH:C0085149] [MeSH:C0085149] [MeSH:C0085149] therapy blood concentration [MeSH:C0684262] [MeSH:C0311432] [MeSH:C0311432] carefully control extreme attention pay cardiac [MeSH:C0018810] [MeSH:C0018810] involvement,neurological|cardiovascular
mutation [MeSH:C0026882] associate lamivudine-resistance therapy-na hepatitis b virus hbv infected patient [MeSH:C0030705] [MeSH:C0030705] hiv co-infection implication antiretroviral therapy [MeSH:C5545321] hbv hiv co-infecte south african [MeSH:C0037712] patient [MeSH:C0030705] [MeSH:C0030705],exploratory investigate lamivudine-resistant [MeSH:C2986418] hepatitis b virus hbv [MeSH:C0062529] [MeSH:C0062529] strain [MeSH:C0080194] select lamivudine-na hbv [MeSH:C0062529] [MeSH:C0062529] [MeSH:C0209738] carrier human immunodeficiency virus hiv co-infection south [MeSH:C0275524] african [MeSH:C5690837] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] thirty-five lamivudine-na hbv [MeSH:C0062529] [MeSH:C0062529] [MeSH:C0209738] infected patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hiv co-infection study chronic hbv [MeSH:C0062529] [MeSH:C0062529] mono-infected patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hbv [MeSH:C0062529] [MeSH:C0062529]-hiv co-infecte [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] sub-divide occult hbv [MeSH:C0062529] [MeSH:C0062529] hbsag-negative overt hbv [MeSH:C0062529] [MeSH:C0062529] hbsag- positive patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hbsag anti-hbs anti-hbc anti-hiv determine routine diagnosis [MeSH:C0011900] axsym assay [MeSH:C0243073] abbott laboratory north chicago il serum sample pcr amplify hbv [MeSH:C0062529] [MeSH:C0062529] reverse transcriptase rt primer follow direct sequencing [MeSH:C0751971] tyrosine-methionine-aspartate-aspartate ymdd motif major catalytic region c domain hbv [MeSH:C0062529] [MeSH:C0062529] rt enzyme hbv [MeSH:C0062529] [MeSH:C0062529] viral load [MeSH:C0376705] perform amplicor hbv [MeSH:C0062529] [MeSH:C0062529] monitor test v2 roche diagnostic penzberg germany hbv [MeSH:C0062529] [MeSH:C0062529] lamivudine-resistant [MeSH:C2986418] strain [MeSH:C0080194] detect mono-infected chronic hepatitis b [MeSH:C0524909] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hbv [MeSH:C0062529] [MeSH:C0062529]-hiv co-infecte [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] good knowledge constitute report hbv [MeSH:C0062529] [MeSH:C0062529] lamivudine-resistant [MeSH:C2986418] strain [MeSH:C0080194] therapy-na hbv [MeSH:C0062529] [MeSH:C0062529]-hiv co-infecte [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hbv [MeSH:C0062529] [MeSH:C0062529] viral load [MeSH:C0376705] mono-infected co-infecte [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] range x x x copy ml respectively remain see pre-existing antiviral mutation [MeSH:C0003451] widespread emergence hbv [MeSH:C0062529] [MeSH:C0062529] resistant [MeSH:C2986418] strain [MeSH:C0080194] lamivudine-containing [MeSH:C0209738] highly active [MeSH:C0205681] antiretroviral [MeSH:C0599685] arv haart regimen widely apply south africa [MeSH:C0037712] likely potential implication management [MeSH:C0085971] hbv [MeSH:C0062529] [MeSH:C0062529]-hiv co-infecte [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] [MeSH:C0275524] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705],hepatorenal
